,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1066,700161,2735,699KA28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1067,1508097,5891,699KL36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1068,2080769,8128,699MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1069,5612033,21922,699MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1070,5622785,21964,699MP24-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1071,1728001,6750,699MP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1072,2120705,8284,699PY29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1073,576257,2251,699RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1074,933121,3645,699TN41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1075,1508353,5892,699TR36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1076,5680641,22190,699TS28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1077,1728513,6752,699TS43-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1078,1289729,5038,699UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1079,1324545,5174,699UP31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1080,1625601,6350,699UP31B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1081,1324033,5172,699WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1082,1400321,5470,699WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1083,158721,620,699WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1084,790785,3089,699WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1085,1509121,5895,699WB36A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1086,532737,2081,69AP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1087,866561,3385,69AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1088,5159681,20155,69AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1089,75265,294,69AS30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1090,5157889,20148,69GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1091,112641,440,69GA30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1092,784385,3064,69GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1093,114177,446,69HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1094,868353,3392,69JK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1095,5159425,20154,69KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1096,1726209,6743,69KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1097,78337,306,69ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1098,5613057,21926,69MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1099,901889,3523,69MZ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1100,2020609,7893,69PY28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1101,74497,291,69PY29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1102,1219585,4764,69RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1103,1535233,5997,69TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1104,5676033,22172,69UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1105,79105,309,69UK30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1106,78593,307,69UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1107,5355521,20920,6AP25-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1108,963073,3762,701AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1109,1280513,5002,701MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1110,1302273,5087,701MN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1111,5638913,22027,701PY26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1112,1302785,5089,701UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1113,5340929,20863,702AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1114,1625857,6351,702AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1115,1626113,6352,702AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1116,1425665,5569,702AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1117,5337857,20851,702AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1118,5472001,21375,702BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1119,572417,2236,702HP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1120,649985,2539,702HR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1121,1926145,7524,702KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1122,1870081,7305,702KA33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1123,649473,2537,702KL28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1124,683521,2670,702MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1125,1425921,5570,702ML41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1126,683009,2668,702PN28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1127,2121473,8287,702TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1128,1928449,7533,702TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1129,1365761,5335,702UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1130,1289985,5039,702WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1131,121601,475,703AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1132,1923073,7512,703AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1133,1924865,7519,703HP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1134,5436417,21236,703HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1135,1562625,6104,703KA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1136,5610241,21915,703KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1137,1658625,6479,703MN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1138,573185,2239,703MP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1139,5631233,21997,703NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1140,5639425,22029,703PY28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1141,5651457,22076,703RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1142,1927937,7531,703RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1143,575489,2248,703RJ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1144,2130177,8321,703TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1145,952065,3719,703TN46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1146,952833,3722,703TN51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1147,1166337,4556,703TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1148,5654273,22087,703UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1149,1527553,5967,704AP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1150,944385,3689,704AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1151,945153,3692,704AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1152,5211905,20359,704GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1153,946433,3697,704JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1154,1417985,5539,704KL34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1155,650753,2542,704MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1156,5635073,22012,704ML30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1157,5623041,21965,704MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1158,5636865,22019,704MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1159,548609,2143,704MZ33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1160,5644289,22048,704RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1161,1223681,4780,704RJ36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1162,1999873,7812,704TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1163,2082305,8134,704TN30A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1164,1872641,7315,704TS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1165,964353,3767,704TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1166,5675521,22170,704UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1167,5653761,22085,704UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1168,1928705,7534,704UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1169,80641,315,704WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1170,5436673,21237,705AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1171,1414913,5527,705AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1172,5318145,20774,705AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1173,571649,2233,705HP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1174,82177,321,705HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1175,5682689,22198,705JH30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1176,5606145,21899,705KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1177,1533697,5991,705KL36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1178,119297,466,705MH32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1179,5611521,21920,705MN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1180,2081281,8130,705MZ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1181,80897,316,705MZ35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1182,5630465,21994,705NL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1183,573953,2242,705NL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1184,546561,2135,705PN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1185,574721,2245,705RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1186,951297,3716,705RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1187,5662465,22119,705TN26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1188,1414657,5526,705TS35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1189,953601,3725,705TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1190,1928961,7535,705UK31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1191,5668609,22143,705WB30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1192,579841,2265,705WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1193,1536257,6001,705WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1194,1873665,7319,705WB36A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1195,5308673,20737,706AP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1196,701441,2740,706CG29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1197,2096385,8189,706GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1198,1839105,7184,706GS2046-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1199,1659905,6484,706JK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1200,1226241,4790,706KL38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1201,1419521,5545,706KL39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1202,1227009,4793,706KL41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1203,1533953,5992,706MZ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1204,1226753,4792,706TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1205,5674497,22166,706UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1206,1224193,4782,706WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1207,580097,2266,707AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1208,609537,2381,707GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1209,1224705,4784,707HR37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1210,5323777,20796,707JK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1211,117761,460,707MP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1212,963329,3763,707RJ46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1213,1873409,7318,707TN38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1214,1660161,6485,708AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1215,1660673,6487,708AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1216,609281,2380,708CG29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1217,5672705,22159,708CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1218,683777,2671,708GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1219,1419265,5544,708JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1220,5324033,20797,708KA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1221,119809,468,708KA34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1222,1590273,6212,708KA34A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1223,610049,2383,708MH31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1224,2137857,8351,708MP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1225,5638401,22025,708PY26-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1226,5640961,22035,708RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1227,1660929,6488,708TS42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1228,579585,2264,708UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1229,1628417,6361,708WB41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1230,1527809,5968,709AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1231,2095873,8187,709AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1232,2121985,8289,709GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1233,2193665,8569,709HR29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1234,5200129,20313,709KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1235,1215489,4748,709KL36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1236,5629697,21991,709MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1237,2096897,8191,709RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1238,2173185,8489,709TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1239,1367809,5343,709TS34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1240,1535489,5998,709TS40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1241,5656577,22096,709UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1242,120833,472,709WB40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1243,962049,3758,70AP38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1244,1680129,6563,70AP38A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1245,81409,318,70AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1246,1425153,5567,70AP39A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1247,1680385,6564,70AP39B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1248,1659649,6483,70GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1249,1923329,7513,70GA31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1250,1531649,5983,70JH33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1251,1870593,7307,70JK33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1252,5617665,21944,70MH28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1253,1250561,4885,70MN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1254,1561857,6101,70MN31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1255,1927681,7530,70MN31B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1256,1288705,5034,70MP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1257,1423105,5559,70MZ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1258,1562369,6103,70NL31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1259,1872897,7316,70NL31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1260,1289217,5036,70RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1261,1366017,5336,70TN31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1262,1425409,5568,70TS36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1263,570113,2227,70TS51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1264,1290241,5040,70UK31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1265,5654529,22088,70UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1266,1339137,5231,70WB31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1267,1659393,6482,70WB31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1268,5145345,20099,710GJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1269,2316033,9047,710GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1270,5673985,22164,710UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1271,5653249,22083,710UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1272,5145601,20100,711AS30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1273,5672193,22157,711CG30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1274,696577,2721,711GJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1275,5130497,20041,711HP28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1276,5130241,20040,711HP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1277,2287361,8935,711MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1278,5622529,21963,711MP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1279,5637121,22020,711MZ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1280,5675265,22169,711UK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1281,1290497,5041,712AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1282,1225985,4789,712AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1283,1968897,7691,712AS32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1284,2123521,8295,712AS32A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1285,2130945,8324,712GJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1286,5318401,20775,712HR40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1287,2133505,8334,712JK37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1288,1929985,7539,712KA34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1289,2098177,8196,712KA37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1290,5623297,21966,712MP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1291,1280769,5003,712MZ34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1292,2098433,8197,712PN37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1293,2138113,8352,712TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1294,1973505,7709,712UP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1295,1932289,7548,712WB36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1296,1418753,5542,712WB51-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1297,1220097,4766,713AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1298,1564673,6112,713AP36A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1299,2133761,8335,713AP39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1300,2097409,8193,713AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1301,2097665,8194,713AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1302,2124289,8298,713BR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1303,1969153,7692,713HR32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1304,2134017,8336,713HR42-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1305,2097153,8192,713JK34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1306,2125057,8301,713KA38-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1307,2125313,8302,713KA39-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1308,1253633,4897,713KL46-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1309,2222081,8680,713RJ29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1310,684289,2673,713RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1311,1246465,4869,713RJ41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1312,2193921,8570,713TN30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1313,2098689,8198,713TN47-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1314,2133249,8333,713TS34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1315,2124545,8299,713TS37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1316,5124865,20019,714AP34-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1317,1930241,7540,714AP35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1318,1291265,5044,714AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1319,1339905,5234,714AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1320,1932545,7549,714AP40-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1321,1340417,5236,714AP41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1322,1565441,6115,714AP41A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1323,1932801,7550,714AP41B-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1324,5124097,20016,714BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1325,5290753,20667,714GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1326,1929217,7536,714HP33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1327,702209,2743,714HR31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1328,1931009,7543,714JK36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1329,5687809,22218,714KA29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1330,5689601,22225,714KA29A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1331,2000129,7813,714KA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1332,1930497,7541,714KL35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1333,5616897,21941,714MH29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1334,1973249,7708,714PN32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1335,1931265,7544,714PN36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1336,5650945,22074,714RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1337,2001665,7819,714RJ32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1338,5671425,22154,714SK30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1339,2131201,8325,714TN32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1340,1929729,7538,714TS33-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1341,1340673,5237,714TS41-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1342,5656321,22095,714UP30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1343,1973761,7710,714WB32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1344,5317633,20772,715AP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1345,5317889,20773,715AP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1346,5355265,20919,715AP36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1347,1281025,5004,715AP37-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1348,5259777,20546,715GA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1349,2131457,8326,715GA32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1350,2389249,9333,715HR28-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1351,116993,457,715JK32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1352,5645825,22054,715RJ30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1353,651521,2545,715RJ31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1354,702465,2744,715RJ31A-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1355,5662721,22120,715TN27-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1356,2002177,7821,715UP32-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1357,5670401,22150,715WB35-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1358,702977,2746,716GA31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1359,1800961,7035,716GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1360,4751617,18561,716GS2050-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1361,5336321,20845,716KA30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1362,2096641,8190,716KA36-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1363,5609985,21914,716KL30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1364,705537,2756,716ML31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1365,5655041,22090,716UP29-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1366,706305,2759,716UP31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1367,652289,2548,717AS31-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
1368,5687297,22216,717BR30-SG,,0.0,,0.0,0.01,100,EQ,NSE,NSE
